concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Fesic	Unilasalle Beauvais	888	17.2	18.9	778	16.6	20.7	30	16.7	30.0	0	0.0	0.0	0	0	4
Fesic	Ecam Lyon	888	17.2	18.9	627	16.6	23.6	160	19.4	26.9	22	22.7	9.1	132	130	40
Fesic	Ecam Rennes	888	17.2	18.9	803	16.8	20.3	86	31.4	16.3	12	25.0	0.0	76	68	18
Fesic	Ecam Strasbourg Europe	888	17.2	18.9	785	16.7	20.6	131	19.1	17.6	22	18.2	22.7	80	75	30
Fesic	Ecam-Epmi Cergy-Pontoise	888	17.2	18.9	842	17.1	19.7	159	19.5	14.5	8	12.5	25.0	137	109	15
Fesic	Esaip Angers / Aix-En-Provence	888	17.2	18.9	820	17.2	20.0	279	16.5	26.9	6	33.3	0.0	264	258	8
Fesic	Eseo Angers	888	17.2	18.9	574	16.4	23.0	284	14.8	28.5	2	50.0	0.0	190	190	15
Fesic	Hei	888	17.2	18.9	778	16.6	20.7	296	17.9	27.7	23	17.4	13.0	254	253	25
Fesic	Isen Ouest (Brest)	888	17.2	18.9	804	16.8	20.4	146	17.1	22.6	1	100.0	0.0	116	116	10
Fesic	Isen Lille	888	17.2	18.9	804	16.8	20.4	148	16.9	22.3	5	20.0	0.0	111	107	25
Fesic	Isen Méditerrannée Campus Toulon										2	0.0	0.0	134	134	15
Fesic	Isen Méditerrannée Campus Nã®Mes										0	0.0	0.0	0	0	10
Fesic	Concours_Concours_Isen_Méditerrannée_Pt	888	17.2	18.9	804	16.8	20.4	148	16.9	22.3	2					25
Fesic	Isep Paris	888	17.2	18.9	777	16.6	20.7	136	14.7	21.3	7	14.3	14.3	126	116	20
Epita	Epita										5	0.0	0.0	60	54	4
Epita	Ipsa Paris										5	20.0	0.0	34	38	4
Epita	Ipsa Toulouse										3	33.3	0.0	51	51	2
Epita	Esme Sudria Paris										6	0.0	33.3	46	45	10
Epita	Concours_Epita_/_Ipsa_/_Esme_Pt	157	13.4	21.0	107	16.8	20.6	78	17.9	19.2	19					20
Cesi	Cesi Angoulãªme										0	0.0	0.0	0	0	8
Cesi	Cesi Arras										2	0.0	0.0	28	28	10
Cesi	Cesi Bordeaux										2	0.0	50.0	25	25	8
Cesi	Cesi Lyon										1	0.0	0.0	26	26	12
Cesi	Cesi Mont-Saint-Aignan										0	0.0	0.0	0	0	8
Cesi	Cesi Nancy										0	0.0	0.0	0	0	8
Cesi	Cesi Nanterre										3	33.3	66.7	24	28	20
Cesi	Cesi Saint-Nazaire										1	100.0	0.0	43	43	15
Cesi	Concours_Cesi_Ingénieur_Généraliste	180	23.3	16.7	96	27.1	16.7	49	26.5	22.4	9					89
Cesi	Cesi Aix-En-Provence										0	0.0	0.0	0	0	2
Cesi	Cesi Arras										0	0.0	0.0	0	0	4
Cesi	Cesi Bordeaux										0	0.0	0.0	0	0	2
Cesi	Cesi La Rochelle										0	0.0	0.0	0	0	2
Cesi	Cesi Lyon										1	0.0	0.0	3	3	2
Cesi	Cesi Mont-Saint-Aignan										0	0.0	0.0	0	0	2
Cesi	Cesi Nancy										0	0.0	0.0	0	0	2
Cesi	Cesi Nanterre										0	0.0	0.0	0	0	7
Cesi	Cesi Nice Sophia Antipolis										0	0.0	0.0	0	0	2
Cesi	Cesi Orléans										0	0.0	0.0	0	0	3
Cesi	Cesi Pau										0	0.0	0.0	0	0	2
Cesi	Cesi Reims										0	0.0	0.0	0	0	2
Cesi	Cesi Saint-Nazaire										0	0.0	0.0	0	0	2
Cesi	Cesi Strasbourg										0	0.0	0.0	0	0	2
Cesi	Cesi Toulouse										0	0.0	0.0	0	0	3
Cesi	Concours_Cesi_Ingénieur_En_Informatique	44	11.4	11.4	30	13.3	6.7	17	11.8	0.0	1					39
