concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Concours Polytech Inter-Filière	Polytech Clermont-Ferrand - Génie Physique										1	0.0	100.0	3811	3625	8
Concours Polytech Inter-Filière	Polytech Grenoble - Géotechnique Et Génie Civil										1	100.0	0.0	3055	3198	6
Concours Polytech Inter-Filière	Polytech Grenoble - Matériaux										1	100.0	0.0	2522	2642	6
Concours Polytech Inter-Filière	Polytech Grenoble - Prévention Des Risques										2	0.0	0.0	3568	3136	6
Concours Polytech Inter-Filière	Polytech Grenoble - Informatique Et Électronique Des Systèmesembarqués										1	0.0	0.0	2079	2044	5
Concours Polytech Inter-Filière	Polytech Grenoble - Informatique										1	0.0	0.0	2535	2377	8
Concours Polytech Inter-Filière	Polytech Grenoble - Technologies De L'Information Pour La Santé										1	0.0	0.0	3166	2824	5
Concours Polytech Inter-Filière	Polytech Lille - Génie Biologique Et Alimentaire										0	0.0	0.0	1370	1630	4
Concours Polytech Inter-Filière	Polytech Lille - Génie Informatique Et Statistique										2	0.0	50.0	2336	2269	10
Concours Polytech Inter-Filière	Polytech Lille - Géotechnique, Génie Civil										6	0.0	16.7	2583	2543	10
Concours Polytech Inter-Filière	Polytech Lille - Informatique, Microélectronique, Automatique										3	0.0	33.3	2090	1761	6
Concours Polytech Inter-Filière	Polytech Lille - Ingénierie Et Commercialisation Des Systèmes Demesure										1	0.0	0.0	4011	3938	5
Concours Polytech Inter-Filière	Polytech Lille - Matériaux										3	0.0	0.0	3467	3180	8
Concours Polytech Inter-Filière	Polytech Lille - Mécanique										6	0.0	16.7	2380	2378	10
Concours Polytech Inter-Filière	Polytech Lyon - Génie Biomédical										1	0.0	0.0	1516	1565	4
Concours Polytech Inter-Filière	Polytech Lyon - Informatique										0	0.0	0.0	2378	2376	4
Concours Polytech Inter-Filière	Polytech Lyon - Matériaux										0	0.0	0.0	1439	1465	4
Concours Polytech Inter-Filière	Polytech Lyon - Mathématiques Appliquées Et Modélisation										1	0.0	0.0	1346	1378	4
Concours Polytech Inter-Filière	Polytech Lyon - Mécanique										1	0.0	0.0	1039	885	4
Concours Polytech Inter-Filière	Polytech Lyon - Systèmes Industriels, Robotique										2	50.0	0.0	2536	2557	4
Concours Polytech Inter-Filière	Polytech Marseille - Génie Biomédical										4	50.0	25.0	3152	2689	9
Concours Polytech Inter-Filière	Polytech Marseille - Génie Civil										7	28.6	0.0	3795	3436	12
Concours Polytech Inter-Filière	Polytech Marseille - Génie Industriel Et Informatique										4	0.0	25.0	3979	3762	8
Concours Polytech Inter-Filière	Polytech Marseille - Informatique										3	33.3	0.0	3491	3253	8
Concours Polytech Inter-Filière	Polytech Marseille - Matériaux										4	25.0	25.0	4173	4086	10
Concours Polytech Inter-Filière	Polytech Marseille - Mécanique, Energétique										8	37.5	37.5	3603	3370	16
Concours Polytech Inter-Filière	Polytech Marseille - Microélectronique,Télécommunications										3	33.3	0.0	4279	3954	8
Concours Polytech Inter-Filière	Polytech Montpellier - Informatique Et Gestion										2	0.0	0.0	3158	3186	3
Concours Polytech Inter-Filière	Polytech Montpellier - Matériaux										1	100.0	0.0	2698	2745	7
Concours Polytech Inter-Filière	Polytech Montpellier - Mécanique Et Interactions										1	100.0	0.0	1785	1785	2
Concours Polytech Inter-Filière	Polytech Montpellier - Microélectronique Et Automatique										2	0.0	0.0	2589	2479	5
Concours Polytech Inter-Filière	Polytech Montpellier - Sciences Et Technologies De L'Eau										3	33.3	0.0	2501	2125	7
Concours Polytech Inter-Filière	Polytech Montpellier Génie Biologique Et Agroalimentaire										0	0.0	0.0	2763	2753	5
Concours Polytech Inter-Filière	Polytech Nancy - Energie, Mécanique, Matériaux, Environnement										7	14.3	0.0	3117	2896	14
Concours Polytech Inter-Filière	Polytech Nancy - Ingénierie De L'Information Et Des Systèmes										2	50.0	0.0	3264	3066	4
Concours Polytech Inter-Filière	Polytech Nancy - Management Opérationnel, Maintenance, Maã®Trise Desrisques										2	50.0	0.0	3266	3157	4
Concours Polytech Inter-Filière	Polytech Nantes - Ã‰Lectronique Et Technologies Numériques										3	0.0	33.3	3140	2983	8
Concours Polytech Inter-Filière	Polytech Nantes - Ã‰Nergie Électrique										2	0.0	0.0	4216	3959	4
Concours Polytech Inter-Filière	Polytech Nantes - Génie Civil										2	0.0	0.0	2373	2605	4
Concours Polytech Inter-Filière	Polytech Nantes - Génie Des Procédés Et Bioprocédés										0	0.0	0.0	2213	2213	2
Concours Polytech Inter-Filière	Polytech Nantes - Informatique										5	20.0	20.0	1345	1412	9
Concours Polytech Inter-Filière	Polytech Nantes - Matériaux										0	0.0	0.0	3226	3225	8
Concours Polytech Inter-Filière	Polytech Nantes - Thermique, Ã‰Nergétique										4	25.0	50.0	3242	2971	7
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Bâtiments										6	33.3	33.3	4130	3590	12
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Ã‰Lectronique										6	0.0	0.0	3932	3641	10
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Génie Biologique										0	0.0	0.0	1782	1557	3
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Génie De L'Eau										2	100.0	0.0	3227	2951	10
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Informatique										0	0.0	0.0	1886	2166	14
Concours Polytech Inter-Filière	Polytech Nice-Sophia - Mathématiques Appliquées, Modélisation										4	25.0	0.0	3119	2943	15
Concours Polytech Inter-Filière	Polytech Orléans - Génie Civil Et Géo-Environnement										7	28.6	14.3	4002	3835	14
Concours Polytech Inter-Filière	Polytech Orléans - Génie Industriel										1	100.0	0.0	3790	3759	12
Concours Polytech Inter-Filière	Polytech Orléans - Innovation En Conception Et Matériaux										5	20.0	20.0	4186	4108	8
Concours Polytech Inter-Filière	Polytech Orléans - Technologies Pour L'Ã‰Nergie, L'Aérospatial Et Lamotorisation										4	25.0	25.0	1927	1835	14
Concours Polytech Inter-Filière	Polytech Orléans - Génie Physique Et Systèmes Embarqués										1	0.0	0.0	3672	3633	6
Concours Polytech Inter-Filière	Polytech Paris-Sud - Electronique, Energie, Systèmes										2	50.0	0.0	3463	3477	6
Concours Polytech Inter-Filière	Polytech Paris-Sud - Informatique										1	100.0	0.0	1356	1356	2
Concours Polytech Inter-Filière	Polytech Paris-Sud - Photonique Et Systèmes Optroniques										0	0.0	0.0	4047	3541	5
Concours Polytech Inter-Filière	Polytech Paris-Sud - Matériaux										0	0.0	0.0	3325	3325	4
Concours Polytech Inter-Filière	Polytech Sorbonne - Electronique Et Informatique										0	0.0	0.0	1939	1925	3
Concours Polytech Inter-Filière	Polytech Sorbonne - Mathématiques Appliquées Et Informatique										1	100.0	0.0	2107	2109	3
Concours Polytech Inter-Filière	Polytech Sorbonne - Matériaux										0	0.0	0.0	2442	2554	8
Concours Polytech Inter-Filière	Polytech Sorbonne - Robotique										4	0.0	25.0	1916	1651	5
Concours Polytech Inter-Filière	Polytech Sorbonne - Sciences De La Terre										3	66.7	0.0	4004	3508	10
Concours Polytech Inter-Filière	Polytech Tours - Ã‰Lectronique, Ã‰Nergie Électrique										2	0.0	0.0	4077	3294	2
Concours Polytech Inter-Filière	Polytech Tours - Génie De L'Aménagement Et De L'Environnement										7	42.9	0.0	1566	1416	7
Concours Polytech Inter-Filière	Polytech Tours - Informatique										0	0.0	0.0	2863	2624	7
Concours Polytech Inter-Filière	Polytech Tours - Mécanique, Conception De Systèmes										5	0.0	0.0	3650	3610	5
Concours Polytech Inter-Filière	Sup Galilée Villetaneuse										3	0.0	100.0	3707	3492	20
Concours Polytech Inter-Filière	Concours_Polytech_Mp_Pc_Psi	2455	27.4	18.5	1829	27.7	17.9	1584	28.2	18.4	226					703
Autres Écoles E3A	Ece Paris	778	28.5	17.7	688	29.4	17.7	294	30.3	18.4	37	24.3	16.2	211	200	45
Autres Écoles E3A	Efrei Paris	689	26.9	16.8	608	26.6	16.3	166	26.5	13.9	25	32.0	4.0	120	117	40
Autres Écoles E3A	Eidd Paris	543	34.8	16.4	399	36.6	17.0	245	39.2	20.4	17	23.5	41.2	192	194	15
