concours	ecole	inscrits_nb	inscrits_filles	inscrits_cinq_demi	admissibles_nb	admissibles_filles	admissibles_cinq_demi	classes_nb	classes_filles	classes_cinq_demi	integres_nb	integres_filles	integres_cinq_demi	integres_rg_median	integres_rg_moyen	places
Concours Polytech Inter-Filière	Polytech Marseille - Génie Biomédical										3	66.7	33.3	3152	2689	9
Concours Polytech Inter-Filière	Polytech Marseille - Génie Civil										2	50.0	50.0	3795	3436	12
Concours Polytech Inter-Filière	Polytech Marseille - Génie Industriel Et Informatique										1	0.0	100.0	3979	3762	8
Concours Polytech Inter-Filière	Polytech Marseille - Informatique										2	0.0	0.0	3491	3253	8
Concours Polytech Inter-Filière	Polytech Marseille - Matériaux										9	11.1	22.2	4173	4086	10
Concours Polytech Inter-Filière	Polytech Marseille - Mécanique, Energétique										8	62.5	25.0	3603	3370	16
Concours Polytech Inter-Filière	Polytech Marseille - Microélectronique,Télécommunications										0	0.0	0.0	4279	3954	8
Concours Polytech Inter-Filière	Polytech Montpellier - Informatique Et Gestion										0	0.0	0.0	3158	3186	3
Concours Polytech Inter-Filière	Polytech Montpellier - Matériaux										4	25.0	25.0	2698	2745	7
Concours Polytech Inter-Filière	Polytech Montpellier - Mécanique Et Interactions										1	0.0	0.0	1785	1785	2
Concours Polytech Inter-Filière	Polytech Montpellier - Microélectronique Et Automatique										1	0.0	0.0	2589	2479	5
Concours Polytech Inter-Filière	Polytech Montpellier - Sciences Et Technologies De L'Eau										3	0.0	0.0	2501	2125	7
Concours Polytech Inter-Filière	Polytech Montpellier Génie Biologique Et Agroalimentaire										6	66.7	33.3	2763	2753	5
Concours Polytech Inter-Filière	Polytech Nancy - Energie, Mécanique, Matériaux, Environnement										7	14.3	14.3	3117	2896	14
Concours Polytech Inter-Filière	Polytech Nancy - Ingénierie De L'Information Et Des Systèmes										1	100.0	0.0	3264	3066	4
Concours Polytech Inter-Filière	Polytech Nancy - Management Opérationnel, Maintenance, Maã®Trisedesrisques										3	66.7	0.0	3266	3157	4
Concours Polytech Inter-Filière	Polytech Nantes - Ã‰Lectronique Et Technologies Numériques										0	0.0	0.0	3140	2983	8
Concours Polytech Inter-Filière	Polytech Nantes - Ã‰Nergie Électrique										2	0.0	0.0	4216	3959	4
Concours Polytech Inter-Filière	Polytech Nantes - Génie Civil										3	66.7	0.0	2373	2605	4
Concours Polytech Inter-Filière	Polytech Nantes - Génie Des Procédés Et Bioprocédés										2	100.0	50.0	2213	2213	2
Concours Polytech Inter-Filière	Polytech Nantes - Informatique										1	100.0	0.0	1345	1412	9
Concours Polytech Inter-Filière	Polytech Nantes - Matériaux										6	33.3	33.3	3226	3225	8
Concours Polytech Inter-Filière	Polytech Nantes - Thermique, Ã‰Nergétique										1	100.0	0.0	3242	2971	7
